,manufacturer,count,frequency
598,"bauhaus metal workshop, weimar, germany",1,0.00045599635202918376
599,"manufactured by the ironrite ironer co., detroit, mi",1,0.00045599635202918376
600,"nemo s.r.l., rovallesca, italy",1,0.00045599635202918376
601,"continental can co., usa",1,0.00045599635202918376
602,"avard inc., new york, ny",1,0.00045599635202918376
603,"giovannetti, italy",1,0.00045599635202918376
604,"skools, inc., usa",1,0.00045599635202918376
605,mobles 114,1,0.00045599635202918376
606,"swift & anderson, inc., boston, ma",1,0.00045599635202918376
607,"pirelli s.p.a., milan",1,0.00045599635202918376
608,"manufactured by p. e. camerer, st. paul, mn",1,0.00045599635202918376
609,"s. a. weller pottery, zanesville, ohio",1,0.00045599635202918376
610,"carl hansen and son, odense, denmark",1,0.00045599635202918376
611,"fontana arte, italy",1,0.00045599635202918376
612,"ficks reed co., cincinnati, oh",1,0.00045599635202918376
613,"united states glass co., tiffin, oh",1,0.00045599635202918376
614,"western electric, new york, ny, bell laboratories",1,0.00045599635202918376
615,"vollrath co., sheboygan, wi",1,0.00045599635202918376
616,"atelier vitreon, north haven, ct",1,0.00045599635202918376
617,"j. merivaara oy, helsinki",1,0.00045599635202918376
618,"alessi, crusinallo, italy",1,0.00045599635202918376
619,"gufram s.r.l., italy",1,0.00045599635202918376
620,"karlsson & nilsson, sweden",1,0.00045599635202918376
621,"n.s. gustin co., new york",1,0.00045599635202918376
622,"manufactured by evans products co., molded plywood div., venice, ca",1,0.00045599635202918376
623,"körtig & matthiesen, leipzig, germany",1,0.00045599635202918376
624,"krystallglasmanufaktur theresienthal gmbh, zweisel, germany",1,0.00045599635202918376
625,"künstlerwerkstätten verein, vienna, karl krehan",1,0.00045599635202918376
626,"metal office furniture co. (presently steelcase, inc.), new york, ny",1,0.00045599635202918376
627,"gilardi & barzaghi, italy",1,0.00045599635202918376
628,unknown russian manufacturer,1,0.00045599635202918376
629,"johannes hansen, denmark",1,0.00045599635202918376
630,davis j. pratt,1,0.00045599635202918376
631,"umentani craft, kyoto, nuno corporation, tokyo, japan",1,0.00045599635202918376
632,"best & lloyd, ltd., birmingham, uk",1,0.00045599635202918376
633,baralan international s.p.a. containers for the cosmetic industry,1,0.00045599635202918376
634,"wings over the world corporation, new york, ny",1,0.00045599635202918376
635,"allgemeine elektricitäts gesellschaft (a.e.g.), germany",1,0.00045599635202918376
636,laguiole,1,0.00045599635202918376
637,"robert smith, kentfield, ca",1,0.00045599635202918376
638,m. singer & sons,1,0.00045599635202918376
639,"beamo corporation, cambridge, ma",1,0.00045599635202918376
640,angelo patin,1,0.00045599635202918376
641,"france and son a/s, denmark",1,0.00045599635202918376
642,"jernbolaget, eskilstuna, sweden",1,0.00045599635202918376
643,"two's company, mount vernon, ny",1,0.00045599635202918376
644,"hall's wheels, cambridge, ma",1,0.00045599635202918376
645,"valsts electro-techniska fabrika, riga, latvia",1,0.00045599635202918376
646,"elco bellato, venice",1,0.00045599635202918376
647,"national semiconductor corporation, usa",1,0.00045599635202918376
648,"kimura senko co., ltd., shinga, japan",1,0.00045599635202918376
649,"fuso gum industry co., ltd., japan",1,0.00045599635202918376
650,"keramik manufaktur kupfermuehle, germany",1,0.00045599635202918376
651,"toronto plastic co., toronto",1,0.00045599635202918376
652,"robeson cutlery co., inc., perry, ny",1,0.00045599635202918376
653,"rossi & arcandi, vicenza, italy",1,0.00045599635202918376
654,"kundalini srl. - corpi di illuminazione, milan",1,0.00045599635202918376
655,"sambonet s.p.a., vercelli, italy",1,0.00045599635202918376
656,juris mednis,1,0.00045599635202918376
657,"manufactured by herman miller furniture co., zeeland, mi",1,0.00045599635202918376
658,helena hernmarck,1,0.00045599635202918376
659,microsoft corporation,1,0.00045599635202918376
660,"etac, sweden",1,0.00045599635202918376
661,"manufactured by iroquois china co., syracuse, ny",1,0.00045599635202918376
662,"john hull cutlers corporation, new york, ny",1,0.00045599635202918376
663,"fratelli fantini, s.p.a., pella, italy",1,0.00045599635202918376
664,"c. hugo pott, solingen, germany",1,0.00045599635202918376
665,"hudson photographic industries, inc., new york",1,0.00045599635202918376
666,"eileen gray workshop, paris, france",1,0.00045599635202918376
667,"dansk aluminum industri n/s, copenhagen, denmark",1,0.00045599635202918376
668,"mylec, inc., winchedon springs, ma",1,0.00045599635202918376
669,"thomas der rosenthal a.g., selb, west germany (now germany)",1,0.00045599635202918376
670,u.s. armor corporation,1,0.00045599635202918376
671,"seiko epson corporation, japan",1,0.00045599635202918376
672,bent nobert mdd industrial design aps,1,0.00045599635202918376
673,"gerhardi & co., ludenscheid, germany",1,0.00045599635202918376
674,"a. bianchi srl/bilumen, milan",1,0.00045599635202918376
675,"oy airam ab, helsinki",1,0.00045599635202918376
676,"bell helmets, inc., norwalk, ca",1,0.00045599635202918376
677,"world pictures, copenhagen",1,0.00045599635202918376
678,"motorola, inc.",1,0.00045599635202918376
679,lemurian crafts,1,0.00045599635202918376
680,"stilnovo, italy",1,0.00045599635202918376
681,"manufactured by middletown mfg. co., middletown, ny",1,0.00045599635202918376
682,"escofet y ca, barcelona",1,0.00045599635202918376
683,"desta (deutsche stahlmöbel), berlin",1,0.00045599635202918376
684,"kingsley electronics, taiwan",1,0.00045599635202918376
685,"paulson manufacturing corp., fallbrook, ca",1,0.00045599635202918376
686,henri tronquoy,1,0.00045599635202918376
687,"unifor s.p.a., turate, italy",1,0.00045599635202918376
688,"st. regis paper co., panelyte div., new york, ny",1,0.00045599635202918376
689,"sig workshop co. ltd., ishikawa, japan",1,0.00045599635202918376
690,"neselco, copenhagen",1,0.00045599635202918376
691,"henry disston & sons, inc.",1,0.00045599635202918376
692,"bp solar (british petroleum solar), aylesbury, england",1,0.00045599635202918376
693,"mitasho co., ltd., gunma, japan",1,0.00045599635202918376
694,"syn s.r.l., italy",1,0.00045599635202918376
695,"kebe møbler aps, copenhagen",1,0.00045599635202918376
696,"phonola, milan",1,0.00045599635202918376
697,"josiah wedgwood & sons ltd., stoke-on-trent, england",1,0.00045599635202918376
698,"boda nova, sweden",1,0.00045599635202918376
699,"joseph franken decorative accessories, new york, ny",1,0.00045599635202918376
700,"piquot-meridian (international) sa, switzerland",1,0.00045599635202918376
701,"the gorham co., providence, ri",1,0.00045599635202918376
702,"sointu incorporated, new york, ny",1,0.00045599635202918376
703,"blyde & co. ltd., england",1,0.00045599635202918376
