,object number,count,frequency
423,9.1973.1-10,3,0.00024129333226091852
424,861.1964.48,3,0.00024129333226091852
425,386.1996,3,0.00024129333226091852
426,1095.1999,3,0.00024129333226091852
427,187.1973.52,3,0.00024129333226091852
428,763.1964.4,3,0.00024129333226091852
429,170.1950,3,0.00024129333226091852
430,311.1977,3,0.00024129333226091852
431,469.1975,3,0.00024129333226091852
432,616.1949.8,3,0.00024129333226091852
433,164.1993.1-3,3,0.00024129333226091852
434,926.1964.46,3,0.00024129333226091852
435,197.1987.1-4,3,0.00024129333226091852
436,784.1964.14,3,0.00024129333226091852
437,852.1967.10,3,0.00024129333226091852
438,70.1960,3,0.00024129333226091852
439,763.1964.19,3,0.00024129333226091852
440,734.1943,3,0.00024129333226091852
441,749.1964.c27,3,0.00024129333226091852
442,191.1998,3,0.00024129333226091852
443,330.1952.45,3,0.00024129333226091852
444,631.1999,3,0.00024129333226091852
445,467.1951,3,0.00024129333226091852
446,32.2000,3,0.00024129333226091852
447,387.1994.1-2,3,0.00024129333226091852
448,325.1985.1-5,3,0.00024129333226091852
449,1183.1999,3,0.00024129333226091852
450,800.1999,3,0.00024129333226091852
451,118.1968,3,0.00024129333226091852
452,890.1964.25,3,0.00024129333226091852
453,362.1939,3,0.00024129333226091852
454,564.1949.1,3,0.00024129333226091852
455,575.1977.a-b,3,0.00024129333226091852
456,468.1974,3,0.00024129333226091852
457,518.1990.1,3,0.00024129333226091852
458,673.1964.1,3,0.00024129333226091852
459,76.1958.20,3,0.00024129333226091852
460,234.1934.1-3,3,0.00024129333226091852
461,321.1985.14,3,0.00024129333226091852
462,582.1981,3,0.00024129333226091852
463,15.1976.11,3,0.00024129333226091852
464,749.1964.c50,3,0.00024129333226091852
465,140.2001,3,0.00024129333226091852
466,103.1968,3,0.00024129333226091852
467,425.1996.1-9,3,0.00024129333226091852
468,274.1962.1-2,3,0.00024129333226091852
469,73.2001,3,0.00024129333226091852
470,967.1964.6,3,0.00024129333226091852
471,374.1951.a04,3,0.00024129333226091852
472,29.1966.1,3,0.00024129333226091852
473,164.1947,3,0.00024129333226091852
474,357.1996.9,3,0.00024129333226091852
475,98.1944,3,0.00024129333226091852
476,1489.2000,3,0.00024129333226091852
477,975.1964.4,3,0.00024129333226091852
478,153.1984,3,0.00024129333226091852
479,557.1964,3,0.00024129333226091852
480,685.1964.77,3,0.00024129333226091852
481,2220.1967,3,0.00024129333226091852
482,383.1996,3,0.00024129333226091852
483,139.1952.4a-b,3,0.00024129333226091852
484,161.2001,3,0.00024129333226091852
485,210.1964.22,3,0.00024129333226091852
486,315.1977,3,0.00024129333226091852
487,1554.2000,3,0.00024129333226091852
488,287.1999,3,0.00024129333226091852
489,680.1964.3,3,0.00024129333226091852
490,503.1967.2,3,0.00024129333226091852
491,185.1958.14,3,0.00024129333226091852
492,187.1973.29,3,0.00024129333226091852
493,680.1964.312,3,0.00024129333226091852
494,498.1978,3,0.00024129333226091852
495,137.2001.1-2,3,0.00024129333226091852
496,999.1964.3,3,0.00024129333226091852
497,409.1938.1-2,3,0.00024129333226091852
498,462.1996,3,0.00024129333226091852
499,707.1963,3,0.00024129333226091852
500,178.1956,3,0.00024129333226091852
501,330.1952.79,3,0.00024129333226091852
502,272.1998,3,0.00024129333226091852
503,174.1956,3,0.00024129333226091852
504,646.1973,3,0.00024129333226091852
505,329.1984,3,0.00024129333226091852
506,349.1937,3,0.00024129333226091852
507,112.1945,3,0.00024129333226091852
508,7.1995.1-9,3,0.00024129333226091852
509,109.1998.2x1-x2,3,0.00024129333226091852
510,970.1964.5,3,0.00024129333226091852
511,858.1964.1-56,3,0.00024129333226091852
512,246.1994,3,0.00024129333226091852
513,271.1986,3,0.00024129333226091852
514,210.1964.14,3,0.00024129333226091852
515,990.1964.100,3,0.00024129333226091852
516,178.1962.1-28,3,0.00024129333226091852
517,1241.2000,3,0.00024129333226091852
518,685.1964.63,3,0.00024129333226091852
519,241.1953,3,0.00024129333226091852
520,113.1989,3,0.00024129333226091852
521,422.1938.2,3,0.00024129333226091852
522,596.1999,3,0.00024129333226091852
523,sc5.1958.1-2,3,0.00024129333226091852
524,787.1999,3,0.00024129333226091852
525,1073.1999,3,0.00024129333226091852
526,759.1983,3,0.00024129333226091852
527,149.1989.15,3,0.00024129333226091852
528,132.2001,3,0.00024129333226091852
529,84.1998.2x1-x2,3,0.00024129333226091852
530,1538.2000,3,0.00024129333226091852
531,140.1964.5,3,0.00024129333226091852
532,605.1977,3,0.00024129333226091852
533,53.2001.1-4,3,0.00024129333226091852
534,680.1964.291,3,0.00024129333226091852
535,1243.1968,3,0.00024129333226091852
536,1223.2000,3,0.00024129333226091852
537,749.1999,3,0.00024129333226091852
538,265.1994,3,0.00024129333226091852
539,229.1951.1,3,0.00024129333226091852
540,477.1970.14,3,0.00024129333226091852
541,14.1945.4,3,0.00024129333226091852
542,649.2001,3,0.00024129333226091852
543,145.1945.15,3,0.00024129333226091852
544,986.1964.1,3,0.00024129333226091852
545,749.1964.c13,3,0.00024129333226091852
546,289.1935,3,0.00024129333226091852
547,250.1958,3,0.00024129333226091852
548,37.1951.1-12,3,0.00024129333226091852
549,852.2001.c1-36,3,0.00024129333226091852
550,1472.2000,3,0.00024129333226091852
551,1104.1999,3,0.00024129333226091852
552,65.2000,3,0.00024129333226091852
553,1212.2000,3,0.00024129333226091852
554,673.1964.4,3,0.00024129333226091852
555,961.1999,3,0.00024129333226091852
556,450.1970.52,3,0.00024129333226091852
557,8.1947.7,3,0.00024129333226091852
558,177.2001.a,3,0.00024129333226091852
559,29.1966.2,3,0.00024129333226091852
560,763.1964.56,3,0.00024129333226091852
561,361.1971.17,3,0.00024129333226091852
562,904.1979,3,0.00024129333226091852
563,76.1958.10,3,0.00024129333226091852
564,202.1977.25,3,0.00024129333226091852
565,751.1999,3,0.00024129333226091852
566,508.1983,3,0.00024129333226091852
567,335.1966,3,0.00024129333226091852
568,39.1985.1-11,3,0.00024129333226091852
569,282.1974.15,3,0.00024129333226091852
570,441.1987,3,0.00024129333226091852
571,409.1981.1-11,3,0.00024129333226091852
572,304.1943,3,0.00024129333226091852
573,453.1970,3,0.00024129333226091852
574,1331.2001.a-c,3,0.00024129333226091852
575,795.1983,3,0.00024129333226091852
576,415.1937,3,0.00024129333226091852
577,394.1960,3,0.00024129333226091852
578,150.1993,3,0.00024129333226091852
579,357.1996.11,3,0.00024129333226091852
580,968.1964.17,3,0.00024129333226091852
581,140.1988,3,0.00024129333226091852
582,939.1964.10,3,0.00024129333226091852
583,sc6.1970,3,0.00024129333226091852
584,487.1992.10,3,0.00024129333226091852
585,168.1950,3,0.00024129333226091852
586,685.1964.48,3,0.00024129333226091852
587,548.1977.a-b,3,0.00024129333226091852
588,521.1967.17,3,0.00024129333226091852
589,46.1945,3,0.00024129333226091852
590,991.1964.5,3,0.00024129333226091852
591,127.2001,3,0.00024129333226091852
592,923.1964.30,3,0.00024129333226091852
593,374.1950,3,0.00024129333226091852
594,331.1961,3,0.00024129333226091852
595,237.1934.1-5,3,0.00024129333226091852
596,217.1978,3,0.00024129333226091852
597,997.1964.3,3,0.00024129333226091852
598,976.1964.5,3,0.00024129333226091852
599,434.1976,3,0.00024129333226091852
600,209.1987,3,0.00024129333226091852
601,8.1947.4,3,0.00024129333226091852
602,131.1957,3,0.00024129333226091852
603,710.1959.1-9,3,0.00024129333226091852
604,321.1985.7,3,0.00024129333226091852
605,349.1961,3,0.00024129333226091852
606,2.1942.20,3,0.00024129333226091852
607,91.1945,3,0.00024129333226091852
608,412.1939,3,0.00024129333226091852
609,76.1958.3,3,0.00024129333226091852
610,224.1981,3,0.00024129333226091852
611,990.1964.46,3,0.00024129333226091852
612,131.1934,3,0.00024129333226091852
613,287.1998,3,0.00024129333226091852
614,772.1964.b7,3,0.00024129333226091852
615,994.1964.c1,3,0.00024129333226091852
616,580.1981,3,0.00024129333226091852
617,25.2001.1-17,3,0.00024129333226091852
618,677.1939,3,0.00024129333226091852
619,1511.2000,3,0.00024129333226091852
620,513.1983,3,0.00024129333226091852
621,968.1964.13,3,0.00024129333226091852
622,939.1964.30,3,0.00024129333226091852
623,348.1960,3,0.00024129333226091852
624,680.1964.245,3,0.00024129333226091852
625,763.1999,3,0.00024129333226091852
626,1002.1964.a4,3,0.00024129333226091852
627,1027.1999,3,0.00024129333226091852
628,2294.2001,3,0.00024129333226091852
629,40.1990,3,0.00024129333226091852
630,890.1964.31,3,0.00024129333226091852
631,17.1972.1-52,3,0.00024129333226091852
632,334.1947.4,3,0.00024129333226091852
633,976.1999,3,0.00024129333226091852
634,680.1964.73,3,0.00024129333226091852
635,206.1984,3,0.00024129333226091852
636,325.1949,3,0.00024129333226091852
637,782.1999,3,0.00024129333226091852
638,445.1970.9,3,0.00024129333226091852
639,2.1942.14,3,0.00024129333226091852
640,106.1944,3,0.00024129333226091852
641,721.1943,3,0.00024129333226091852
642,454.1987,3,0.00024129333226091852
643,330.1952.42,3,0.00024129333226091852
644,667.1964.17,3,0.00024129333226091852
645,680.1964.123,3,0.00024129333226091852
646,887.1964.8,3,0.00024129333226091852
647,617.1987.33,3,0.00024129333226091852
648,1013.1964.11,3,0.00024129333226091852
649,443.1964,3,0.00024129333226091852
650,405.1937,3,0.00024129333226091852
651,974.1964.2,3,0.00024129333226091852
652,184.1968,3,0.00024129333226091852
653,459.1996,3,0.00024129333226091852
654,941.1964.32,3,0.00024129333226091852
655,252.1980,3,0.00024129333226091852
656,685.1964.72,3,0.00024129333226091852
657,660.1954,3,0.00024129333226091852
658,617.1987.48,3,0.00024129333226091852
659,477.1970.25,3,0.00024129333226091852
660,107.1945,3,0.00024129333226091852
661,680.1964.96,3,0.00024129333226091852
662,926.1964.50,3,0.00024129333226091852
663,941.1964.33,3,0.00024129333226091852
664,667.1964.18,3,0.00024129333226091852
665,927.1965,3,0.00024129333226091852
666,430.1992,3,0.00024129333226091852
667,1004.1965,3,0.00024129333226091852
668,254.1984.14,3,0.00024129333226091852
669,977.1964.1-27,3,0.00024129333226091852
670,941.1964.48,3,0.00024129333226091852
671,3.1997,3,0.00024129333226091852
672,149.1989.1-17,3,0.00024129333226091852
673,356.1996.1-2,3,0.00024129333226091852
674,332.1977,3,0.00024129333226091852
675,250.1981,3,0.00024129333226091852
676,469.1982.41,3,0.00024129333226091852
677,856.1999,3,0.00024129333226091852
678,756.1963,3,0.00024129333226091852
679,456.1974,3,0.00024129333226091852
680,138.1955,3,0.00024129333226091852
681,64.1998.2x1-x2,3,0.00024129333226091852
682,361.1971.13,3,0.00024129333226091852
683,76.2001,3,0.00024129333226091852
