,dimensions,count,frequency
0,"composition: 2 5/16 × 3 1/8"" (5.8 × 8 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",72,0.005854610505773296
1,"30 x 45"" (76.2 x 114.3cm)",47,0.003821759635713124
2,"11 11/16 x 8 1/4"" (29.7 x 21 cm)",41,0.0033338754268986827
3,"composition: 2 5/16 × 3 3/16"" (5.8 × 8.1 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",34,0.0027646771832818343
4,"14 x 18"" (35.6 x 45.7 cm)",29,0.0023581070092698
5,"composition (irreg.): 5 7/8 × 5 1/2"" (15 × 14 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",28,0.002276792974467393
6,"composition: 2 1/4 × 3 3/16"" (5.7 × 8.1 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",26,0.0021141649048625794
7,"11 11/16 x 8 3/16"" (29.6 x 20.8 cm)",25,0.0020328508700601725
8,"11 3/4 x 16 1/2"" (29.8 x 41.9 cm)",24,0.0019515368352577655
9,"40 x 25"" (101.6 x 63.5cm)",23,0.0018702228004553586
10,"composition and page: 10 9/16 × 10 9/16"" (26.9 × 26.9 cm)",23,0.0018702228004553586
11,"30 x 40"" (76.2 x 101.6 cm)",23,0.0018702228004553586
12,"composition: 7 7/8 x 7 7/8"" (20 x 20 cm); page: 9 1/16 x 9 1/16"" (23 x 23 cm)",23,0.0018702228004553586
13,"30 x 20"" (76.2 x 50.8 cm)",20,0.0016262806960481379
14,"3 3/4 x 5 11/16"" (9.5 x 14.5 cm)",20,0.0016262806960481379
15,"composition: 2 1/4 × 3 1/8"" (5.7 × 8 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",20,0.0016262806960481379
16,"composition (irreg.): 6 × 5 1/2"" (15.2 × 14 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",19,0.001544966661245731
17,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",17,0.0013823385916409171
18,"11 11/16 x 8 5/16"" (29.7 x 21.1 cm)",17,0.0013823385916409171
19,"40 x 40"" (101.6 x 101.6 cm)",17,0.0013823385916409171
20,"40 x 25"" (101.6 x 63.5 cm)",15,0.0012197105220361035
21,"page (each): 20 × 13 1/2"" (50.8 × 34.3 cm); overall (closed): 20 1/4 × 13 7/8 × 1 1/8"" (51.5 × 35.3 × 2.9 cm)",15,0.0012197105220361035
22,"composition: 9 15/16 x 9 15/16"" (25.2 x 25.2 cm); page: 11 7/16 x 11 9/16"" (29 x 29.4 cm)",15,0.0012197105220361035
23,"composition: 9 13/16 x 9 7/8"" (25 x 25.1 cm); page: 11 7/16 x 11 9/16"" (29 x 29.4 cm)",15,0.0012197105220361035
24,"page (each): 21 1/8 × 15 1/8"" (53.6 × 38.4 cm); overall (closed): 21 1/8 × 15 3/8 × 1 3/8"" (53.6 × 39 × 3.5 cm)",14,0.0011383964872336966
25,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",14,0.0011383964872336966
26,"composition: 7 15/16 x 7 7/8"" (20.1 x 20 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",13,0.0010570824524312897
27,"8 1/4 x 5 7/8"" (21 x 14.9 cm)",13,0.0010570824524312897
28,"composition: 7 7/8 x 7 15/16"" (20 x 20.1 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",13,0.0010570824524312897
29,"30 x 40"" (76.1 x 101.5 cm)",13,0.0010570824524312897
30,"composition: 7 13/16 x 7 13/16"" (19.9 x 19.9 cm); page: 9 1/16 x 9 1/16"" (23 x 23 cm)",13,0.0010570824524312897
31,"50 3/8 x 35 5/8"" (128 x 90.5 cm)",13,0.0010570824524312897
32,"40 x 30"" (101.6 x 76.2 cm)",12,0.0009757684176288828
33,"16 1/2 x 23 1/2"" (41.9 x 59.7 cm)",12,0.0009757684176288828
34,"39 3/4 x 24 3/4"" (101 x 62.9 cm)",12,0.0009757684176288828
35,"19 x 29"" (48.3 x 73.7 cm)",12,0.0009757684176288828
36,"30 x 45"" (76.2 x 114.3 cm)",12,0.0009757684176288828
37,"30 x 20"" (76.2 x 50.8cm)",12,0.0009757684176288828
38,"folder: 12 5/16 x 10 3/8"" (31.2 x 26.3 cm)",11,0.0008944543828264759
39,"40 1/2 x 28 5/8"" (102.8 x 72.5 cm)",11,0.0008944543828264759
40,"19 x 31"" (48.3 x 78.7 cm)",11,0.0008944543828264759
41,"4 1/8 x 5 13/16"" (10.5 x 14.8 cm)",11,0.0008944543828264759
42,"5 13/16 x 4 1/8"" (14.8 x 10.5 cm)",11,0.0008944543828264759
43,"14 3/4 x 17 3/4"" (37.5 x 45.1 cm)",11,0.0008944543828264759
44,"composition (irreg.): 5 7/8 × 5 7/16"" (15 × 13.8 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",11,0.0008944543828264759
45,"composition: 7 15/16 x 7 15/16"" (20.1 x 20.1 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",10,0.0008131403480240689
46,"42 x 28"" (106.7 x 71.1 cm)",10,0.0008131403480240689
47,"4 1/2 x 6 3/8"" (11.4 x 16.2 cm)",10,0.0008131403480240689
48,"19 x 13 1/2"" (48.3 x 34.3 cm)",10,0.0008131403480240689
49,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",10,0.0008131403480240689
50,"composition (irreg.): 6 1/16 × 5 9/16"" (15.4 × 14.1 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",9,0.000731826313221662
51,"28 5/8 x 20 1/4"" (72.5 x 51.4 cm)",9,0.000731826313221662
52,"50 1/4 x 35 1/2"" (127.6 x 90.1 cm)",9,0.000731826313221662
53,"composition  10 15/16 x 8 7/16"" (27.8 x 21.5 cm)",9,0.000731826313221662
54,"composition (irreg.): 5 7/8 × 5 9/16"" (15 × 14.1 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",9,0.000731826313221662
55,"11 11/16 x 8 3/16"" (29.7 x 20.8 cm)",9,0.000731826313221662
56,"7 7/8 x 8"" (20 x 20.3 cm)",9,0.000731826313221662
57,"11 3/4 x 8 5/16"" (29.8 x 21.1 cm)",9,0.000731826313221662
58,"plate: 3 7/16 × 2 7/16"" (8.7 × 6.2 cm); page: 5 1/2 × 4 5/16"" (14 × 11 cm)",8,0.0006505122784192552
59,"composition (irreg.): 5 15/16 × 5 1/2"" (15.1 × 14 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",8,0.0006505122784192552
60,"overlay: 5 3/4 × 16 15/16"" (14.6 × 43 cm); page (each): 11 1/2 × 8 3/4"" (29.2 × 22.2 cm)",8,0.0006505122784192552
61,"composition: 7 13/16 x 7 7/8"" (19.9 x 20 cm); page: 9 1/16 x 9 1/16"" (23 x 23 cm)",8,0.0006505122784192552
62,"37 7/8 x 37 7/8"" (96.2 x 96.2 cm)",8,0.0006505122784192552
63,"46 1/2 x 32 3/4"" (118.1 x 83.3 cm)",8,0.0006505122784192552
64,"30 x 20"" (76.0 x 50.7 cm)",8,0.0006505122784192552
65,"composition: 8 1/16 × 5 7/8"" (20.4 × 14.9 cm); sheet: 11 1/8 × 8 7/8"" (28.2 × 22.6 cm)",8,0.0006505122784192552
66,"34 x 22"" (86.3 x 55.9 cm)",8,0.0006505122784192552
67,"28 x 20 1/2"" (71.1 x 52.1 cm)",8,0.0006505122784192552
68,"40 1/2 x 28 3/4"" (102.8 x 23 cm)",8,0.0006505122784192552
69,"8 1/4 x 10 1/2"" (21 x 26.7 cm)",8,0.0006505122784192552
70,"composition (irreg.): 6 5/8 x 7 15/16"" (16.9 x 20.2cm); sheet: 16 x 16"" (40.7 x 40.7 cm)",8,0.0006505122784192552
71,"5 7/8 x 8 1/4"" (14.9 x 21 cm)",8,0.0006505122784192552
72,"composition (irreg.): 5 9/16 x 4 7/16"" (14.2 x 11.2 cm); page: 7 1/2 x 5 7/16"" (19 x 13.8 cm)",8,0.0006505122784192552
73,"33 1/8 x 23 3/8"" (84.1 x 59.4 cm)",8,0.0006505122784192552
74,"5 3/4 x 4 1/8"" (14.1 x 10.5 cm)",7,0.0005691982436168483
75,"40 9/16 x 28 11/16"" (103.1 x 72.9 cm)",7,0.0005691982436168483
76,"plate  10 x 8 1/4"" (25.5 x 21 cm)",7,0.0005691982436168483
77,"h. 5 1/2"" (14 cm)",7,0.0005691982436168483
78,"composition (irreg.): 5 7/8 × 5 1/2"" (15 × 13.9 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",7,0.0005691982436168483
79,"plate: 3 3/4 × 2 11/16"" (9.6 × 6.8 cm); page: 5 1/2 × 4 5/16"" (14 × 11 cm)",7,0.0005691982436168483
80,"plate: 3 7/16 × 2 1/2"" (8.7 × 6.4 cm); page: 5 1/2 × 4 5/16"" (14 × 11 cm)",7,0.0005691982436168483
81,"23 x 33"" (58.4 x 83.8 cm)",7,0.0005691982436168483
82,"33 1/16 x 23 3/8"" (84 x 59.4 cm)",7,0.0005691982436168483
83,"30 x 22"" (76.2 x 55.9 cm)",7,0.0005691982436168483
84,"39 3/8 x 27 9/16"" (100 x 70 cm)",7,0.0005691982436168483
85,"17 x 11"" (43.2 x 28 cm)",7,0.0005691982436168483
86,"page (each): 10 5/8 x 8 3/8"" (27 x 21.2 cm)",7,0.0005691982436168483
87,"plate (irreg.): 8 1/4 x 6 5/16"" (21 x 16.1 cm); page: 12 11/16 × 9 13/16"" (32.3 × 24.9 cm)",7,0.0005691982436168483
88,"33 x 23 1/4"" (83.8 x 59.0 cm)",7,0.0005691982436168483
89,"8 1/4 x 5 13/16"" (21 x 14.8 cm)",7,0.0005691982436168483
90,"composition and sheet (diameter, approx.): 17 15/16"" (45.5 cm)",7,0.0005691982436168483
91,"composition: 7 7/8 x 7 7/8"" (20 x 20 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",7,0.0005691982436168483
92,"plate: 8 13/16 x 11 5/16"" (22.4 x 28.8cm)",6,0.0004878842088144414
93,"diam. 3 1/2"" (8.9 cm)",6,0.0004878842088144414
94,"composition: 2 5/8 x 3 1/4"" (6.7 x 8.2 cm); page: 12 5/8 × 9 3/4"" (32 × 24.8 cm)",6,0.0004878842088144414
95,"plate: 8 11/16 x 12 5/8"" (22.1 x 32.1 cm)",6,0.0004878842088144414
96,"composition  10 3/4 x 10 3/4"" (27.4 x 27.3 cm)",6,0.0004878842088144414
97,"composition (irreg.): 5 13/16 × 5 1/2"" (14.8 × 14 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",6,0.0004878842088144414
98,"composition (irreg.): 9 3/8 x 6 9/16"" (23.8 x 16.7 cm); page: 13 x 9 15/16"" (33 x 25.2 cm)",6,0.0004878842088144414
99,"composition (irreg.): 6 9/16 x 4 7/16"" (16.6 x 11.3 cm); page: 7 1/2 x 5 7/16"" (19 x 13.8 cm)",6,0.0004878842088144414
100,"composition (irreg.): 6 × 5 1/2"" (15.2 × 13.9 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",6,0.0004878842088144414
101,"each: 3 x 2 3/8"" (7.6 x 6 cm)",6,0.0004878842088144414
102,"plate: 8 13/16 × 6 3/4"" (22.4 × 17.1 cm); page: 13 1/16 × 9 15/16"" (33.2 × 25.2 cm)",6,0.0004878842088144414
103,"50 x 35 1/2"" (127.0 x 90.1 cm)",6,0.0004878842088144414
104,"19 x 26 1/2"" (48.3 x 67.3 cm)",6,0.0004878842088144414
105,"composition (irreg.): 1 1/8 × 1 13/16"" (2.9 × 4.6 cm); page (irreg.): 8 1/4 × 5 5/16"" (21 × 13.5 cm)",6,0.0004878842088144414
106,"8 1/4 x 8 1/4"" (21 x 21 cm)",6,0.0004878842088144414
107,"composition (irreg.): 6 × 6 5/16"" (15.3 × 16 cm); page: 12 13/16 × 9 15/16"" (32.6 × 25.2 cm)",6,0.0004878842088144414
108,"irreg. composition  5 7/8 x 3 1/2"" (14.9 x 8.9 cm)",6,0.0004878842088144414
109,"plate: 8 3/16 x 6 1/16"" (20.8 x 15.4 cm); page: 11 13/16 x 8 1/4"" (30 x 21 cm)",6,0.0004878842088144414
110,"5 13/16 x 8 1/4"" (14.8 x 21 cm)",6,0.0004878842088144414
111,"41 1/4 x 29 1/4"" (104.8 x 74.3 cm)",6,0.0004878842088144414
112,"50 1/8 x 35 3/8"" (127.3 x 89.9 cm)",6,0.0004878842088144414
113,"1 1/4 x 1 x 1"" (3.2 x 2.5 x 2.5 cm)",6,0.0004878842088144414
114,"plate: 4 1/2 × 5 1/2"" (11.5 × 13.9 cm); sheet: 14 15/16 × 11 1/8"" (38 × 28.2 cm)",6,0.0004878842088144414
115,"29 3/4 x 20"" (75.6 x 50.8cm)",6,0.0004878842088144414
116,"12 x 35 1/2"" (30.5 x 90.2 cm)",6,0.0004878842088144414
117,"25 x 39"" (63.5 x 99.1 cm)",6,0.0004878842088144414
118,"plate: 15 1/16 x 10 7/8"" (38.3 x 27.6 cm); page: 18 7/8 x 14 15/16"" (48 x 38 cm)",6,0.0004878842088144414
119,"40 1/2 x 28 5/8"" (103.0 x 72.8 cm)",6,0.0004878842088144414
120,"48 x 24"" (121.9 x 61 cm)",6,0.0004878842088144414
121,"page (each approx.): 11 1/4 × 9"" (28.5 × 22.8 cm)",5,0.00040657017401203447
122,"14 1/2 x 76 x 29"" (36.8 x 193 x 73.7 cm)",5,0.00040657017401203447
123,"11 5/8 x 8 3/16"" (29.5 x 20.8 cm)",5,0.00040657017401203447
124,"plate: 6 11/16 × 9"" (17 × 22.8 cm); page: 9 1/4 × 11 7/16"" (23.5 × 29 cm)",5,0.00040657017401203447
125,"7 3/16 x 10 9/16"" (18.3 x 26.8 cm)",5,0.00040657017401203447
126,"plate: 5 11/16 x 9 13/16"" (14.5 x 24.9 cm); page: 7 7/8 x 11 13/16"" (20 x 30 cm)",5,0.00040657017401203447
127,"composition (irreg.): 5 15/16 × 5 9/16"" (15.1 × 14.1 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",5,0.00040657017401203447
128,"composition: 7 7/8 x 7 13/16"" (20 x 19.9 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",5,0.00040657017401203447
129,"58 1/4 x 47 3/4"" (147.9 x 121.3 cm)",5,0.00040657017401203447
130,"14 7/8 x 9 15/16"" (37.8 x 25.3 cm)",5,0.00040657017401203447
131,"composition (irreg.): 11 1/4 x 8 1/16"" (28.6 x 20.4 cm); page: 14 x 11"" (35.5 x 28 cm)",5,0.00040657017401203447
132,"page: 10 1/4 x 6 11/16"" (26 x 17 cm)",5,0.00040657017401203447
133,"40 5/8 x 28 5/8"" (103.2 x 72.8 cm)",5,0.00040657017401203447
134,"page: 7 7/8 x 5 13/16"" (20 x 14.8 cm)",5,0.00040657017401203447
135,"28 5/8 x 20 1/4"" (72.7 x 51.4 cm)",5,0.00040657017401203447
136,"composition  10 15/16 x 8 7/16"" (27.9 x 21.5 cm)",5,0.00040657017401203447
137,"22 x 18 x 18"" (55.9 x 45.7 x 45.7 cm)",5,0.00040657017401203447
138,"39 3/4 x 25 1/8"" (101 x 63.8 cm)",5,0.00040657017401203447
139,"11 3/4 x 8 3/4"" (29.8 x 22.2 cm)",5,0.00040657017401203447
140,"plate: 5 13/16 × 4 7/16"" (14.7 × 11.3 cm); page: 11 3/4 × 9 7/16"" (29.8 × 24 cm)",5,0.00040657017401203447
141,"plate: 8 9/16 x 6 9/16"" (21.7 x 16.7 cm); page: 13 x 10"" (33 x 25.4 cm)",5,0.00040657017401203447
142,"composition (irreg.): 11 9/16 x 5 3/8"" (29.4 x 13.6 cm); page: 14 x 11"" (35.5 x 28 cm)",5,0.00040657017401203447
143,"50 1/4 x 35 1/4"" (127.6 x 89.5 cm)",5,0.00040657017401203447
144,"composition (irreg.): 10 5/8 x 7 15/16"" (27 x 20.2cm); sheet: 16 x 16"" (40.7 x 40.7 cm)",5,0.00040657017401203447
145,"5 1/4 x 3"" (13.3 x 7.6 cm)",5,0.00040657017401203447
146,"2 5/8 x 11"" (6.7 x 27.9 cm)",5,0.00040657017401203447
147,"composition (irreg.): 6 5/16 × 6 5/16"" (16 × 16 cm); page: 12 13/16 × 9 15/16"" (32.6 × 25.2 cm)",5,0.00040657017401203447
148,"9 1/8 x 13 3/4"" (23.2 x 34.9 cm)",5,0.00040657017401203447
149,"35 3/8 x 48 7/8"" (90.5 x 124.2 cm)",5,0.00040657017401203447
150,"composition (irreg.): 9 5/16 x 5 3/16"" (23.7 x 13.2 cm); page: 13 7/16 x 9 3/4"" (34.1 x 24.8 cm)",5,0.00040657017401203447
151,"37 3/4 x 24 1/2"" (95.9 x 62.2 cm)",5,0.00040657017401203447
152,"32 x 24 x 58"" (81.3 x 61 x 147.3 cm)",5,0.00040657017401203447
153,"composition (irreg.): 13 11/16 x 7 9/16"" (34.7 x 19.2 cm); sheet: 18 3/4 x 14 3/16"" (47.6 x 36 cm)",5,0.00040657017401203447
154,"50 13/16 x 35 1/4"" (129 x 89.6 cm)",5,0.00040657017401203447
155,"dia. 18 9/16"" (47.2cm)",5,0.00040657017401203447
156,"4 1/8 x 5 7/8"" (10.5 x 14.9 cm)",5,0.00040657017401203447
157,"composition (irreg.): 9 13/16 × 7 11/16"" (25 × 19.5 cm); page: 9 15/16 x 7 1/2"" (25.2 x 19 cm)",5,0.00040657017401203447
158,"39 1/2"" x 25"" (100.4 x 63.5 cm)",5,0.00040657017401203447
159,"27 7/16 x 38 7/8"" (69.7 x 98.7 cm)",5,0.00040657017401203447
160,"40 x 26"" (101.5 x 66.0 cm)",5,0.00040657017401203447
161,"32 3/8 x 21 3/4"" (82.3 x 55.2 cm)",5,0.00040657017401203447
162,"23 5/8 x 15 3/4"" (60 x 40 cm)",5,0.00040657017401203447
163,"composition (irreg.): 12 1/2 × 9 15/16"" (31.7 × 25.2 cm); page (each): 12 1/2 × 9 15/16"" (31.7 × 25.2 cm)",5,0.00040657017401203447
164,"7 x 5"" (17.9 x 12.7 cm)",5,0.00040657017401203447
165,"12 x 8"" (30.5 x 20.3 cm)",5,0.00040657017401203447
166,"5/8 x 2"" (1.6 x 5.1 cm)",5,0.00040657017401203447
167,"composition (irreg.): 6 × 5 9/16"" (15.3 × 14.2 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",5,0.00040657017401203447
168,"40 x 25"" (101.5 x 63.5 cm)",5,0.00040657017401203447
169,"11 3/16 x 8 13/16"" (28.4 x 22.4 cm)",5,0.00040657017401203447
170,"composition (irreg.): 2 5/16 × 9"" (5.8 × 22.9 cm); page (each approx.): 16 5/8 × 12 11/16"" (42.3 × 32.3 cm)",5,0.00040657017401203447
171,"28 5/8 x 40 1/8"" (72.7 x 101.9 cm)",5,0.00040657017401203447
172,"4 1/8 x 11 5/8"" (10.5 x 29.5 cm)",5,0.00040657017401203447
173,"11 x 16 5/8"" (27.9 x 42.2 cm)",5,0.00040657017401203447
174,"45 1/8 x 30"" (114.7 x 76 cm)",5,0.00040657017401203447
175,"composition (irreg.): 7 × 8 3/4"" (17.8 × 22.2 cm); page: 14 7/8 × 11 1/16"" (37.8 × 28.1 cm)",5,0.00040657017401203447
176,"plate: 7 5/16 x 5 3/8"" (18.6 x 13.7 cm); page: 11 1/2 x 8 3/4"" (29.2 x 22.2 cm)",5,0.00040657017401203447
177,"page  10 x 8 1/4"" (25 x 21 cm)",5,0.00040657017401203447
178,"35 3/4 x 22 3/4"" (90.8 x 57.8 cm)",5,0.00040657017401203447
179,"17 3/4 x 29 1/8"" (45.1 x 74 cm)",5,0.00040657017401203447
180,"8 1/4 x 21 1/2"" (20.9 x 54.6 cm)",5,0.00040657017401203447
181,"plate: 7 13/16 x 5 7/8"" (19.9 x 14.9 cm); page: 9 7/16 x 7 1/16"" (24 x 18 cm)",5,0.00040657017401203447
182,"composition (irreg.): 6 1/16 x 4 1/8"" (15.4 x 10.5 cm); page: 8 11/16 x 5 5/16"" (22 x 13.5 cm)",5,0.00040657017401203447
183,"composition (irreg.): 2 3/4 × 4"" (7 × 10.2 cm); page: 13 1/16 × 9 15/16"" (33.2 × 25.2 cm)",5,0.00040657017401203447
184,"11 1/2 x 8"" (29.2 x 20.3 cm)",5,0.00040657017401203447
185,"plate: 5 7/8 x 4 11/16"" (14.9 x 11.9 cm); page: 7 1/2 x 5 7/16"" (19 x 13.8 cm)",5,0.00040657017401203447
186,"8 5/16 x 5 7/8"" (21.1 x 14.9 cm)",5,0.00040657017401203447
187,"plate: 13 13/16 × 11 3/4"" (35.1 × 29.9 cm); page: 19 11/16 × 16 7/8"" (50 × 42.8 cm)",5,0.00040657017401203447
188,"3 15/16 x 2 15/16 x 3 3/4"" (10 x 7.5 x 9.5 cm)",5,0.00040657017401203447
189,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",5,0.00040657017401203447
190,"14 x 11 1/2"" (35.6 x 29.2 cm)",4,0.0003252561392096276
191,"50 5/16 x 35 9/16"" (127.8 x 90.3 cm)",4,0.0003252561392096276
192,"11 x 8"" (27.9 x 20.3 cm)",4,0.0003252561392096276
193,"4 1/2 x 11 3/4"" (11.4 x 29.8 cm)",4,0.0003252561392096276
194,"40 9/16 x 28 3/4"" (103 x 72.8 cm)",4,0.0003252561392096276
195,"page: 16 9/16 x 11 5/8"" (42 x 29.5 cm); overall: 16 5/8 x 11 15/16 x 11/16"" (42.3 x 30.3 x 1.7 cm)",4,0.0003252561392096276
196,"2 5/8 x 3 1/8"" (6.7 x 7.9 cm)",4,0.0003252561392096276
197,"50 x 35 1/2"" (127 x 90 cm)",4,0.0003252561392096276
198,"composition (irreg.): 8 7/8 x 6 3/4"" (22.6 x 17.2 cm); page: 12 5/8 x 10 1/4"" (32 x 26 cm)",4,0.0003252561392096276
199,"composition (irreg.): 4 5/16 × 3 7/8"" (11 × 9.8 cm); page (each approx.): 13 1/8 × 10 1/16"" (33.4 × 25.5 cm)",4,0.0003252561392096276
200,"plate: 5 1/2 × 4 1/2"" (14 × 11.5 cm); sheet: 14 15/16 × 11 1/4"" (38 × 28.5 cm)",4,0.0003252561392096276
201,"40 9/16 x 28 5/8"" (103 x 72.7 cm)",4,0.0003252561392096276
202,"page (irreg.): 7 7/16 x 7 9/16"" (18.9 x 19.2 cm)",4,0.0003252561392096276
203,"composition: 4 5/8 x 3 1/8"" (11.8 x 8 cm); page: 9 3/16 x 7 1/8"" (23.3 x 18.1 cm)",4,0.0003252561392096276
204,"34 x 24"" (86.3 x 60.9 cm)",4,0.0003252561392096276
205,"27 1/2 x 19 3/4"" (69.9 x 50.2 cm)",4,0.0003252561392096276
206,"5 x 2 7/8"" (12.7 x 7.3 cm)",4,0.0003252561392096276
207,"39 1/4 x 24 1/4"" (99.7 x 61.6cm)",4,0.0003252561392096276
208,"21 15/16 x 17 1/2"" (55.8 x 44.5 cm)",4,0.0003252561392096276
209,"composition (irreg.): 10 7/8 × 7 15/16"" (27.6 × 20.1 cm); page: 12 5/8 × 10"" (32 × 25.4 cm)",4,0.0003252561392096276
210,"12 x 22 3/4"" (30.5 x 57.8 cm)",4,0.0003252561392096276
211,"composition (irreg.): 5 15/16 × 5 1/2"" (15.1 × 13.9 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",4,0.0003252561392096276
212,"35 1/2 x 50 1/4"" (90.1 x 127.6 cm)",4,0.0003252561392096276
213,"6 x 17"" (15.3 x 43.2 cm)",4,0.0003252561392096276
214,".1-.3 (plates): 1 1/8 x 10"" (2.9 x 25.4 cm)
.4-.6 (plates): 7/8 x 7 3/4"" (2.2 x 19.7 cm)
.7-.8 (plates): 7/8 x 6 1/4"" (2.2 x 15.9 cm)
.9-.10 (bowls): 2 x 5 3/4"" (5.1 x 14.6 cm)
.11-.14 (bowls): 2 3/4 x 9 1/2"" (7 x 24.1 cm)
.15-.17 (sugar bowls): 4 1/8 x 4"" (10.5 x 10.2 cm)
.15a, .16a, .17a  (bowls): 2 3/4 x 4"" (7 x 10.2 cm)
.15b, .16b, .17b (lids): 1 3/8 x 4"" (3.5 x 10.2 cm)",4,0.0003252561392096276
215,"39 1/4 x 28"" (99.7 x 71.1 cm)",4,0.0003252561392096276
216,"plate: 8 3/4 x 12 5/8"" (22.2 x 32.1 cm)",4,0.0003252561392096276
217,"irreg. page  15 3/8 x 9 13/16"" (39 x 25 cm)
prints:  various dimensions.",4,0.0003252561392096276
218,"18 5/8 x 28 5/8"" (47.3 x 72.7 cm)",4,0.0003252561392096276
219,"composition (irreg.): 9 1/16 × 6 3/4"" (23 × 17.2 cm); page: 10 5/8 × 9 1/16"" (27 × 23 cm)",4,0.0003252561392096276
220,"16 3/4 x 11 3/4"" (42.5 x 29.8 cm)",4,0.0003252561392096276
221,"50 x 35 1/2"" (127 x 90.2 cm)",4,0.0003252561392096276
222,"plate: 12 3/16 x 10 1/8"" (30.9 x 25.7 cm); page: 13 x 10 1/16"" (33 x 25.5 cm)",4,0.0003252561392096276
223,"plate: 16 1/8 x 12 1/8"" (40.9 x 30.8 cm)",4,0.0003252561392096276
224,"plate: 5 1/2 × 4 1/2"" (14 × 11.5 cm); sheet: 14 15/16 × 11 1/8"" (38 × 28.2 cm)",4,0.0003252561392096276
225,"page (irreg.): 7 1/2 x 5 1/2"" (19 x 14 cm); composition (irreg.): 6 7/8 x 4 5/8"" (17.4 x 11.8 cm)",4,0.0003252561392096276
226,"plate: 6 9/16 × 6"" (16.7 × 15.2 cm); sheet: 19 5/16 × 13 3/4"" (49.1 × 35 cm)",4,0.0003252561392096276
227,"page (each): 8 1/16 x 6 5/16"" (20.4 x 16 cm)",4,0.0003252561392096276
228,"17 x 4 3/4"" (43.2 x 12.1 cm)",4,0.0003252561392096276
229,"composition (irreg.): 15 9/16 x 10 13/16"" (39.5 x 27.4 cm); page: 16 9/16 x 12 5/8"" (42 x 32 cm)",4,0.0003252561392096276
230,"38 3/4 x 27"" (98.4 x 68.6 cm)",4,0.0003252561392096276
231,"89 x 46"" (226 x 116.8 cm)",4,0.0003252561392096276
232,"8 1/4 x 10"" (20.9 x 25.3 cm)",4,0.0003252561392096276
233,"irreg composition  6 1/2 x 10 1/4"" (16.5 x 26 cm)
irreg page  7 1/2 x 5 1/2"" (19 x 14 cm)",4,0.0003252561392096276
234,"composition: 7 7/8 x 7 13/16"" (20 x 19.9 cm); page: 9 1/16 x 9 1/16"" (23 x 23 cm)",4,0.0003252561392096276
235,"40 1/2 x 28 3/4"" ( 102.8 x 23 cm)",4,0.0003252561392096276
236,"composition (irreg.): 6 1/2 x 4 3/16"" (16.5 x 10.6 cm); page: 7 1/2 x 5 7/16"" (19 x 13.8 cm)",4,0.0003252561392096276
237,"plate: 11 x 8 9/16"" (27.9 x 21.7cm)",4,0.0003252561392096276
238,"46 x 30 1/8"" (116.8 x 76.5 cm)",4,0.0003252561392096276
239,"70 x 36"" (177.8 x 91.5 cm)",4,0.0003252561392096276
240,"plate: 4 5/8 × 2 13/16"" (11.7 × 7.1 cm); sheet: 8 7/8 × 6 1/2"" (22.5 × 16.5 cm)",4,0.0003252561392096276
241,"composition (irreg.): 6 × 6 5/16"" (15.3 × 16.1 cm); page: 12 13/16 × 9 15/16"" (32.6 × 25.2 cm)",4,0.0003252561392096276
242,"36 x 24"" (91.4 x 60.9 cm)",4,0.0003252561392096276
243,"33 7/16 x 20"" (57.8 x 50.9 cm)",4,0.0003252561392096276
244,"22 x 15 15/16"" (55.9 x 40.5 cm)",4,0.0003252561392096276
245,"41 x 29"" (104.1 x 73.6 cm)",4,0.0003252561392096276
246,"32 x 18 x 21 3/8 x 18 1/8"" (81.3 x 45.7 x 54.3 x 46 cm)",4,0.0003252561392096276
