,date,count,frequency
752,after 1962,1,8.043111075363951e-05
753,1890-1910,1,8.043111075363951e-05
754,1977–1983,1,8.043111075363951e-05
755,1942–1944,1,8.043111075363951e-05
756,Designed 1929-30 (this example ca.1970),1,8.043111075363951e-05
757,(1952),1,8.043111075363951e-05
758,1967-1968,1,8.043111075363951e-05
759,c. 1944-47,1,8.043111075363951e-05
760,c. 1928-38,1,8.043111075363951e-05
761,1992-94,1,8.043111075363951e-05
762,c. 1909-12,1,8.043111075363951e-05
763,1900-1950,1,8.043111075363951e-05
764,1952-1962,1,8.043111075363951e-05
765,1991–1994,1,8.043111075363951e-05
766,"1959, published 1960",1,8.043111075363951e-05
767,1895-96,1,8.043111075363951e-05
768,c.1930s,1,8.043111075363951e-05
769,1906,1,8.043111075363951e-05
770,1947-1948,1,8.043111075363951e-05
771,(Prints executed 1952).,1,8.043111075363951e-05
772,c.1918,1,8.043111075363951e-05
773,1978–1980,1,8.043111075363951e-05
774,1910 (prints executed 1909),1,8.043111075363951e-05
775,1915–1917,1,8.043111075363951e-05
776,c.1952,1,8.043111075363951e-05
777,1914–1918,1,8.043111075363951e-05
778,"1919, published 1958",1,8.043111075363951e-05
779,"(1950, prints executed 1949-50)",1,8.043111075363951e-05
780,1936-39,1,8.043111075363951e-05
781,1990-1991,1,8.043111075363951e-05
782,1954–1955,1,8.043111075363951e-05
783,Before 1949,1,8.043111075363951e-05
784,1937-1960,1,8.043111075363951e-05
785,1986.,1,8.043111075363951e-05
786,1921 (model 1985),1,8.043111075363951e-05
787,1913-14,1,8.043111075363951e-05
788,c.1936,1,8.043111075363951e-05
789,1973–74,1,8.043111075363951e-05
790,"(1917, published 1918)",1,8.043111075363951e-05
791,(Prints executed 1975-1976).,1,8.043111075363951e-05
792,1938-64,1,8.043111075363951e-05
793,(Print executed 1955),1,8.043111075363951e-05
794,1900-1951,1,8.043111075363951e-05
795,c.1917,1,8.043111075363951e-05
796,c.1910,1,8.043111075363951e-05
797,c. 1950-51,1,8.043111075363951e-05
798,After 1928,1,8.043111075363951e-05
799,c. 1955.,1,8.043111075363951e-05
800,c. 1985,1,8.043111075363951e-05
801,1975  (First edition 1962-63),1,8.043111075363951e-05
802,c. 1914-1918,1,8.043111075363951e-05
803,1979–1982,1,8.043111075363951e-05
804,"(Book commissioned, but unpublished by Vollard;  Print executed 1927; Book publi",1,8.043111075363951e-05
805,1927-35,1,8.043111075363951e-05
806,1928-1933,1,8.043111075363951e-05
807,1926 (print executed 1925),1,8.043111075363951e-05
808,1905-1907,1,8.043111075363951e-05
809,c. 1930s,1,8.043111075363951e-05
810,1902-03,1,8.043111075363951e-05
811,1922 (model 1985),1,8.043111075363951e-05
812,1922-1923,1,8.043111075363951e-05
813,(Prints executed 1943).,1,8.043111075363951e-05
814,c. 1904-07,1,8.043111075363951e-05
815,"(1973-1974, prints executed 1973)",1,8.043111075363951e-05
816,(Print executed 1944).,1,8.043111075363951e-05
817,Before 1962,1,8.043111075363951e-05
818,"1932, published 1935",1,8.043111075363951e-05
819,c.1919,1,8.043111075363951e-05
820,c.1949,1,8.043111075363951e-05
821,(Prints executed 1947-53).,1,8.043111075363951e-05
822,1963 (Woodcuts executed 1907),1,8.043111075363951e-05
823,1958–1964,1,8.043111075363951e-05
824,c.1938,1,8.043111075363951e-05
825,c.1981,1,8.043111075363951e-05
826,c. 1973.,1,8.043111075363951e-05
827,1977-78,1,8.043111075363951e-05
828,(Prints executed 1963-1964).,1,8.043111075363951e-05
829,c.1970,1,8.043111075363951e-05
