,artist,count,frequency
1034,Edward Condak,2,0.00016086222150727902
1035,"Bill Moggridge,Stephen Hobson,Glenn Edens",2,0.00016086222150727902
1036,John Massey,2,0.00016086222150727902
1037,Sandro Chia,2,0.00016086222150727902
1038,"Dmitrij Naumovich Babichenko,Vladimir Vladimirovich Kudryashev",2,0.00016086222150727902
1039,Kate Harris,2,0.00016086222150727902
1040,"A. Ruckstuhl,Atelier VNC",2,0.00016086222150727902
1041,Takahisa Kamijyo,2,0.00016086222150727902
1042,"Lalance & Grosjean Mfg. Co., Woodhaven, NY",2,0.00016086222150727902
1043,"Various ArtistswithKseniia Boguslavskaia,Vladimir Kozlinskii,Sergei Makletsov,Jean Pougny (Ivan Puni)",2,0.00016086222150727902
1044,Eugen Funk,2,0.00016086222150727902
1045,Don Wallance,2,0.00016086222150727902
1046,"Toray Industries, Inc., Tokyo,Nitto Seimo Co. Ltd., company design",2,0.00016086222150727902
1047,"Elsa Fischer-Treyden,Margret Hildebrand",2,0.00016086222150727902
1048,Arturo Sandoval,2,0.00016086222150727902
1049,"Various ArtistswithRoss Bleckner,Marlene Dumas,Rudi Molacek,Jean-Jacques Rullier",2,0.00016086222150727902
1050,Mark Sanders,2,0.00016086222150727902
1051,Daniel Buren,2,0.00016086222150727902
1052,"Johannes Foersom,Peter Hiort-Loerenzen",2,0.00016086222150727902
1053,Henry Ries,2,0.00016086222150727902
1054,"Ludwig Mies van der Rohe,Lilly Reich",2,0.00016086222150727902
1055,Arman,2,0.00016086222150727902
1056,Eugene Berman,2,0.00016086222150727902
1057,"Various ArtistswithGeorg Baselitz,James Lee Byars,Jörg Immendorff,Per Kirkeby,Markus Lüpertz,A.R. Penck (Ralf Winkler)",2,0.00016086222150727902
1058,Dietrich Lubs,2,0.00016086222150727902
1059,William T. Wiley,2,0.00016086222150727902
1060,"Francesco Clemente,Robert Creeley",2,0.00016086222150727902
1061,Tristram Hillier,2,0.00016086222150727902
1062,Frances Butler,2,0.00016086222150727902
1063,Morton Goldsholl,2,0.00016086222150727902
1064,Klaus Richter,2,0.00016086222150727902
1065,Owen F. Maclaren,2,0.00016086222150727902
1066,Lina Zervudaki,2,0.00016086222150727902
1067,William Roberts,2,0.00016086222150727902
1068,"Rem Koolhaas,Götz Keller,Willem Jan Neutelings,Brigitte Kochta,Marty Kohn,Luc Reuse,Ron Steiner,Jeroen Thomas,Garciella Torre",2,0.00016086222150727902
1069,"Harvill Corp., Los Angeles, CA",2,0.00016086222150727902
1070,L. Harris,2,0.00016086222150727902
1071,"Various ArtistswithRobert Wilson,Sherrie Levine,Markus Raetz",2,0.00016086222150727902
1072,Folke Arstrom,2,0.00016086222150727902
1073,Frank Stella,2,0.00016086222150727902
1074,"Apple, Inc.,Steve Jobs,Jerry Manock",2,0.00016086222150727902
1075,Guilford Art Company,2,0.00016086222150727902
1076,"Cesare Casati,C. Emanuele Ponzio",2,0.00016086222150727902
1077,Svend Weihrauch,2,0.00016086222150727902
1078,Rirkrit Tiravanija,2,0.00016086222150727902
1079,Peter Freudenthal,2,0.00016086222150727902
1080,Gustav A. Brown,2,0.00016086222150727902
1081,Philibert-Paul Charbonnier,2,0.00016086222150727902
1082,"Various ArtistswithBrice Marden,John Baldessari",2,0.00016086222150727902
1083,André Beaudin,2,0.00016086222150727902
1084,Algernon Newton,2,0.00016086222150727902
1085,James A. Sebastian,2,0.00016086222150727902
1086,John Mansbridge,2,0.00016086222150727902
1087,Frank LaPena,2,0.00016086222150727902
1088,Marcel Mathys,2,0.00016086222150727902
1089,"Richard Sapper,Sam Lucente",2,0.00016086222150727902
1090,Ivan Kliun,2,0.00016086222150727902
1091,"LSI Logic Corporation, Milpitas, CA",2,0.00016086222150727902
1092,"Various ArtistswithAlighiero Boetti,Cindy Sherman,André Thomkins",2,0.00016086222150727902
1093,C. Carleton,2,0.00016086222150727902
1094,Göran Hongell,2,0.00016086222150727902
1095,Hans H. Rath,2,0.00016086222150727902
1096,"Kukryniksy (collective),Mikhail Kuprianov,Nikolai Sokolov,Porfiry Krylov",2,0.00016086222150727902
1097,Frank Graham Holmes,2,0.00016086222150727902
1098,Jennifer Morla,2,0.00016086222150727902
1099,Samuel Gragg,2,0.00016086222150727902
1100,Red Grooms,2,0.00016086222150727902
1101,Grete Jalk,2,0.00016086222150727902
1102,Peter Pelzel,2,0.00016086222150727902
1103,"Mort N. Marton,Beryl Marton",2,0.00016086222150727902
1104,Ian Burn,2,0.00016086222150727902
1105,Paulus van Leeuwen,2,0.00016086222150727902
1106,"Theo van Doesburg,Cornelis van Eesteren",2,0.00016086222150727902
1107,Kevin Dwyer,2,0.00016086222150727902
1108,James H. Dougherty,2,0.00016086222150727902
1109,Atelier Müller-Brockmann,2,0.00016086222150727902
1110,Alexey Brodovitch,2,0.00016086222150727902
1111,"Arteluce S.A., Milan",2,0.00016086222150727902
1112,John Casado,2,0.00016086222150727902
1113,Frederick Carder,2,0.00016086222150727902
1114,Gloria Caranica,2,0.00016086222150727902
1115,"Paul Nelson,Frantz Jourdain,Oscar Nitzchke",2,0.00016086222150727902
1116,Bruce McLean,2,0.00016086222150727902
1117,"Goodell Co., Antrim, NH",2,0.00016086222150727902
1118,Wim Brusse,2,0.00016086222150727902
1119,René Ravo,2,0.00016086222150727902
1120,Johannes Regn,2,0.00016086222150727902
1121,Naoki Yoshimoto,2,0.00016086222150727902
1122,Erling Ericsson,2,0.00016086222150727902
1123,Jean ProuvéwithPierre Missey,2,0.00016086222150727902
1124,"Ergonomi Design Gruppen (now Veryday),Maria Benktzon,Håkan Bergkvist,Sven-Eric Juhlin",2,0.00016086222150727902
1125,Sori Yanagi,2,0.00016086222150727902
1126,"Olga Rozanova,Nikolai Kul'bin",2,0.00016086222150727902
1127,"Apple, Inc.,Stephen Peart,Raymond Riley,David Shen",2,0.00016086222150727902
1128,Koen De Winter,2,0.00016086222150727902
1129,Trude Petri-Raben,2,0.00016086222150727902
1130,"Various ArtistswithFritz Zeymer,Berthold Löffler,Oskar Kokoschka,Carl Otto Czeschka",2,0.00016086222150727902
1131,Hella Jongerius,2,0.00016086222150727902
1132,"Various ArtistswithMario Merz,General Idea,Markus Raetz",2,0.00016086222150727902
1133,Alejandro Ruiz,2,0.00016086222150727902
1134,André RaczwithThomas Merton,2,0.00016086222150727902
1135,Robert A. M. Stern,2,0.00016086222150727902
1136,Paul Schudel,2,0.00016086222150727902
1137,CSS/Winfield,2,0.00016086222150727902
1138,"Giancarlo Mattioli,Gruppo Architetti Urbanisti Città Nuova",2,0.00016086222150727902
1139,"Texas Instruments, Inc., Dallas, TX",2,0.00016086222150727902
1140,"Wecolite Co., New York, NY",2,0.00016086222150727902
1141,Giuseppe Nason,2,0.00016086222150727902
1142,"Superstudio,Gian Piero Frassinelli,Alessandro Magris,Roberto Magris,Adolfo Natalini,Cristiano Toraldo di Francia",2,0.00016086222150727902
1143,Harry Allen,2,0.00016086222150727902
1144,"Donald T. Chadwick,William Stumpf",2,0.00016086222150727902
1145,"Ernst Mumenthaler,Theo H. Ballmer",2,0.00016086222150727902
1146,Angelo Testa,2,0.00016086222150727902
1147,Lawrence Weiner,2,0.00016086222150727902
1148,"Eckersley Lombers,Thomas Eckersley,Eric Lombers",2,0.00016086222150727902
1149,Yakov Guminer,2,0.00016086222150727902
1150,Jim Gentes,2,0.00016086222150727902
1151,Kurt RoeschwithAlastair Reid,2,0.00016086222150727902
1152,Hans Hillmann,2,0.00016086222150727902
1153,Stanton Macdonald-Wright,2,0.00016086222150727902
1154,"Cyan,Sophie Alex,Wilhelm Ebentreich,Detlef Fiedler",2,0.00016086222150727902
1155,"Asymptote Architecture, New York,Hani Rashid,Lise Anne Couture",2,0.00016086222150727902
1156,Léopold Survage,2,0.00016086222150727902
1157,Alice Neel,2,0.00016086222150727902
1158,Serge Mouille,2,0.00016086222150727902
1159,Hermann Fauser,2,0.00016086222150727902
1160,William Brui,2,0.00016086222150727902
1161,"Gustav Klutsis,Aleksandr Rodchenko,Sergei Senkin",2,0.00016086222150727902
1162,Marko Turk,2,0.00016086222150727902
1163,Kay Sage,2,0.00016086222150727902
1164,Masuo Ikeda,2,0.00016086222150727902
1165,Sven Palmqvist,2,0.00016086222150727902
1166,Henry Clemens van de Velde,2,0.00016086222150727902
1167,Edgard Tytgat,2,0.00016086222150727902
1168,Robert Brunner,2,0.00016086222150727902
1169,A. Rozanova,2,0.00016086222150727902
1170,Clementine Helene Dufau,2,0.00016086222150727902
1171,"Mario Bellini,Antonio Macchi Cassia,Gianni Passini",2,0.00016086222150727902
1172,Bronislaw Zapolski,2,0.00016086222150727902
1173,"Kazuyo Sejima & Associates,Kazuyo Sejima",2,0.00016086222150727902
1174,Fratelli Grivel (now Grivel S.r.l.),2,0.00016086222150727902
1175,Dolf Rieser,2,0.00016086222150727902
1176,Giovanni Anselmo,2,0.00016086222150727902
1177,Bob Evans,2,0.00016086222150727902
1178,"Nybro, Sweden",2,0.00016086222150727902
1179,Karl Yngve Håkansson,2,0.00016086222150727902
1180,Henri-Gustave Jossot,2,0.00016086222150727902
1181,Bauhaus Metal Workshop,2,0.00016086222150727902
1182,Rudolf Moethe,2,0.00016086222150727902
1183,"Sir William Lyons,Malcolm Sayer,William M. Heynes",2,0.00016086222150727902
1184,Henry Altchek,2,0.00016086222150727902
1185,Thom MaynewithAndrew Zago,2,0.00016086222150727902
1186,Lette Eisenhauer,2,0.00016086222150727902
1187,Alex J. Ettl,2,0.00016086222150727902
1188,Aleksei Remizov,2,0.00016086222150727902
1189,Franco Albini,2,0.00016086222150727902
1190,Philip Gips,2,0.00016086222150727902
1191,Gregory Masurovsky,2,0.00016086222150727902
1192,Serge Brignoni,2,0.00016086222150727902
1193,"Aleksandr Vasilevich Druzhkov,Efim Mezhbarg",2,0.00016086222150727902
1194,Greta Magnusson Grossman,2,0.00016086222150727902
1195,Christopher Dresser,2,0.00016086222150727902
1196,"Tobia Scarpa,Afra Scarpa",2,0.00016086222150727902
1197,"Various ArtistswithLawrence Weiner,Robert Morris,Joseph Kosuth,Douglas Huebler,Robert Barry,Sol LeWitt,Carl Andre",2,0.00016086222150727902
1198,Henry Moore,2,0.00016086222150727902
1199,Moik Schiele,2,0.00016086222150727902
1200,Takao Yamada,2,0.00016086222150727902
1201,"Graphicteam BDG,Winfried Holtz,Siegfried Himmer,Hans Buschfeld,Heinz Lippert,Coort von Mannstein",2,0.00016086222150727902
1202,"Rem Koolhaas,Elia Zenghelis",2,0.00016086222150727902
1203,Christopher Knowles,2,0.00016086222150727902
1204,Walter Diethelm,2,0.00016086222150727902
1205,Coles Phillips,2,0.00016086222150727902
1206,Carl Jacobs,2,0.00016086222150727902
1207,Akira Inada,2,0.00016086222150727902
1208,Ron Sewell,2,0.00016086222150727902
1209,"Jukka Veistola,Tapio Salmelainen",2,0.00016086222150727902
1210,Toni Del Renzio,2,0.00016086222150727902
1211,Albert Gleizes,2,0.00016086222150727902
1212,Carlos Silva,2,0.00016086222150727902
1213,"Raymond Loewy Associates,The Hallicrafters Company Design and Research Team",2,0.00016086222150727902
1214,Sebastian Bergne,2,0.00016086222150727902
1215,Gerald Jackson,2,0.00016086222150727902
1216,Nathan George Horwitt,2,0.00016086222150727902
1217,Günther Förg,2,0.00016086222150727902
1218,Albert Herter,2,0.00016086222150727902
1219,Antonina Sofronova,2,0.00016086222150727902
1220,Armand M. Rassenfosse,2,0.00016086222150727902
1221,"Various ArtistswithJohn Armleder,Jeff Koons,Jean-Luc Mylayne,Thomas Struth,Sue Williams,Toba Khedoori,Tacita Dean",2,0.00016086222150727902
1222,Antonio Maluf,2,0.00016086222150727902
1223,"Various ArtistswithWilliam Wegman,Glenn Ligon,Justen Ladda,Jane Hammond,Philip Taaffe,Vija Celmins",2,0.00016086222150727902
1224,"Pentagram,Bob Olodort,John Tang,Peter Cazalet,Robert Brunner,Benjamin Chia",2,0.00016086222150727902
1225,"Eugen Lenz,Max Lenz",2,0.00016086222150727902
1226,"Rem Koolhaas,Elia Zenghelis,Zoe Zenghelis,Madelon Vriesendorp",2,0.00016086222150727902
1227,Attilio SalemmewithMorris Weisenthal,2,0.00016086222150727902
1228,Walter Zeischegg,2,0.00016086222150727902
1229,Vreni Löwensberg,2,0.00016086222150727902
1230,Pierre Fix-Masseau,2,0.00016086222150727902
1231,"The Watertown Manufacturing Co., Watertown, CT",2,0.00016086222150727902
1232,Oskar Strnad,2,0.00016086222150727902
1233,Fumihiko Maki,2,0.00016086222150727902
1234,Ellsworth Young,1,8.043111075363951e-05
1235,Julio de Diego,1,8.043111075363951e-05
1236,Alison Saar,1,8.043111075363951e-05
1237,Harry Gordon,1,8.043111075363951e-05
1238,"Various ArtistswithMiguel Piñero,Betzaida Concepción,Eric Drooker,Andrew Castrucci,Day Gleeson,Paul Castrucci,Nadia Coën,Marguerite van Cook,Anton van Dalen,John Fekner,Avram Finkelstein,Vincent Gagliostro,Emily Carter,Tom McGlynn,Martin Wong,Lady Pink,Lee Quinones,Red David Rodriguez,James Romberger,Will Sales,Juan Sánchez,Sebastian Schroder,Walter Sipser,Dennis Thomas,Seth Tobocman,Bruce Witsiepe,David Wojnarowicz,Sabrina Jones",1,8.043111075363951e-05
1239,Arturo Ballester,1,8.043111075363951e-05
1240,Jacques Villon,1,8.043111075363951e-05
1241,Robert Watts,1,8.043111075363951e-05
1242,Gino Severini,1,8.043111075363951e-05
1243,Georg Schmid,1,8.043111075363951e-05
1244,"Philip Johnson,Richard Kelly",1,8.043111075363951e-05
1245,Gerrit RietveldwithMrs. Truus Schröder-Schräder,1,8.043111075363951e-05
1246,"Frieder Grindler,Renate Grindler",1,8.043111075363951e-05
1247,Terry Allen,1,8.043111075363951e-05
1248,"Various ArtistswithAleksei Kruchenykh,Nikolai Kul'bin,Olga Rozanova",1,8.043111075363951e-05
1249,Helmut Schmidt-Rhen,1,8.043111075363951e-05
1250,Yoshiaki Iida,1,8.043111075363951e-05
1251,Eduardo Chillida,1,8.043111075363951e-05
1252,Marco Ferreri,1,8.043111075363951e-05
1253,"Gilbert & George,Gilbert Proesch,George Passmore",1,8.043111075363951e-05
1254,"Michael P. Bosniak,Howard York",1,8.043111075363951e-05
1255,Charles G. Shaw,1,8.043111075363951e-05
1256,Jene Highstein,1,8.043111075363951e-05
1257,Fred J. Hoertz,1,8.043111075363951e-05
1258,"Jurriaan Kok,Jacobus Lucas Verhoog",1,8.043111075363951e-05
1259,Ashley Havinden,1,8.043111075363951e-05
1260,Max Peintner,1,8.043111075363951e-05
1261,Mercedes Franchini,1,8.043111075363951e-05
1262,Gil Spear,1,8.043111075363951e-05
1263,Marc Sadler,1,8.043111075363951e-05
1264,Lyonel Feininger,1,8.043111075363951e-05
1265,Gilbert A. Watrous,1,8.043111075363951e-05
1266,Rebecca Horn,1,8.043111075363951e-05
1267,Oskar Kogoj,1,8.043111075363951e-05
1268,Joseph Lacasse,1,8.043111075363951e-05
1269,Angelo Patin,1,8.043111075363951e-05
1270,Merle Spandorfer,1,8.043111075363951e-05
1271,Alfred Keane Moe,1,8.043111075363951e-05
1272,Nikolai Il'in,1,8.043111075363951e-05
1273,William Dodge Stevens,1,8.043111075363951e-05
1274,"El Lissitzky,Jan Tschichold",1,8.043111075363951e-05
1275,"Rodolfo Machado,Jorge Silvetti",1,8.043111075363951e-05
1276,Julio González,1,8.043111075363951e-05
1277,Jose Espert,1,8.043111075363951e-05
1278,Harri Koskinen,1,8.043111075363951e-05
1279,Karl Michel,1,8.043111075363951e-05
1280,Niels Sylvester Bendtsen,1,8.043111075363951e-05
1281,Kayserzinn Workshop,1,8.043111075363951e-05
1282,Yves José Zimmerman,1,8.043111075363951e-05
1283,George Brecht,1,8.043111075363951e-05
1284,Victor Servranckx,1,8.043111075363951e-05
1285,Charles D. Briddell,1,8.043111075363951e-05
1286,George Mather Richards,1,8.043111075363951e-05
1287,John Hays Hammond,1,8.043111075363951e-05
1288,"David Staub,Richard N. Naylor",1,8.043111075363951e-05
1289,Shigeyoshi Morioka,1,8.043111075363951e-05
1290,A. Gisiger,1,8.043111075363951e-05
1291,Phillip W. Hoffman,1,8.043111075363951e-05
1292,"Seymour Chwast,Richard Mantel",1,8.043111075363951e-05
1293,Boris Prusakov,1,8.043111075363951e-05
1294,"Vasily Ermilov,Anatol' Petryts'kyi",1,8.043111075363951e-05
1295,Josef Bato,1,8.043111075363951e-05
1296,"George Howe,William Lescaze",1,8.043111075363951e-05
1297,Guenther,1,8.043111075363951e-05
1298,Johan Thorn Prikker,1,8.043111075363951e-05
1299,W. M. Dudok,1,8.043111075363951e-05
1300,Enrico Baj,1,8.043111075363951e-05
1301,Tullio d'Albisola (Tullio Spartaco Mazzotti),1,8.043111075363951e-05
1302,Valentina Kulagina,1,8.043111075363951e-05
1303,H.V.,1,8.043111075363951e-05
1304,Enzo Cucchi,1,8.043111075363951e-05
1305,"Dieter Rams,Gerd Alfred Müller",1,8.043111075363951e-05
1306,Leonel Gongora,1,8.043111075363951e-05
1307,Susan Weitzman,1,8.043111075363951e-05
1308,"Lenox, Inc., Trenton, NJ",1,8.043111075363951e-05
1309,Umberto di Lazzaro,1,8.043111075363951e-05
1310,Mira Schendel,1,8.043111075363951e-05
1311,"V. Lorenzo Porcelli,Paul D. Miller",1,8.043111075363951e-05
1312,"Dorothy F. Markle,Harry C. Markle",1,8.043111075363951e-05
1313,Peter Kunz,1,8.043111075363951e-05
1314,Milton Wynne,1,8.043111075363951e-05
1315,"Slazengers Ltd., England",1,8.043111075363951e-05
1316,Louis Fancher,1,8.043111075363951e-05
1317,Mike Salisbury,1,8.043111075363951e-05
1318,Juan Antonio Morales,1,8.043111075363951e-05
1319,Jonas Lie,1,8.043111075363951e-05
1320,Louis Raemaekers,1,8.043111075363951e-05
1321,Bengt Westrell,1,8.043111075363951e-05
1322,"Various ArtistswithMaria Siniakova,Gustav Klutsis",1,8.043111075363951e-05
1323,Jerome Simon,1,8.043111075363951e-05
1324,"Joaquin Pottery Co., Stockton, CA",1,8.043111075363951e-05
1325,"Renzo Piano Building Workshop,Renzo Piano,Noriaki OkabewithPeter Rice (Ove Arup and Partners),Nikken Sekkei Ltd.",1,8.043111075363951e-05
1326,Anselm Kiefer,1,8.043111075363951e-05
1327,Allen Ginsberg,1,8.043111075363951e-05
1328,Charles Loupot,1,8.043111075363951e-05
1329,"Marianne Brandt,Bauhaus, Dessau",1,8.043111075363951e-05
1330,Roberto Menghi,1,8.043111075363951e-05
1331,Moshe Zabari,1,8.043111075363951e-05
1332,Edward Colker,1,8.043111075363951e-05
1333,Alan Spigelman,1,8.043111075363951e-05
1334,"Morison S. Cousins,Michael Alan Cousins,John Lonczak",1,8.043111075363951e-05
1335,"El'brus Gutnov,N. Spirov,Solomon Telingater",1,8.043111075363951e-05
1336,Frank Dobson,1,8.043111075363951e-05
1337,Rodolfo Bretzel,1,8.043111075363951e-05
1338,Rudolph Bauer,1,8.043111075363951e-05
1339,Conrad Marca-Relli,1,8.043111075363951e-05
1340,Kenneth Snelson,1,8.043111075363951e-05
1341,S. H. Riesenberg,1,8.043111075363951e-05
1342,Juris Mednis,1,8.043111075363951e-05
1343,"Nicolaus Ott,Alfred Bernard Stein",1,8.043111075363951e-05
1344,Horst Janssen,1,8.043111075363951e-05
1345,"Aleksei Kruchenykh,Unknown Artist",1,8.043111075363951e-05
1346,Bernd Duerr,1,8.043111075363951e-05
1347,Gert Dumbar,1,8.043111075363951e-05
1348,"Glanzman-Parker,Joseph Charles Parker,Martin Glanzman",1,8.043111075363951e-05
1349,Grigorii Bershadskii,1,8.043111075363951e-05
1350,Bashir Zivari,1,8.043111075363951e-05
1351,Sylvia Plimack Mangold,1,8.043111075363951e-05
1352,"P. E. Camerer, St. Paul, MN",1,8.043111075363951e-05
1353,Charles Robert Ashbee,1,8.043111075363951e-05
1354,Gottfried Honegger,1,8.043111075363951e-05
1355,"Ortner & Ortner,Laurids Ortner,Manfred Ortner",1,8.043111075363951e-05
1356,Stephen Armellino,1,8.043111075363951e-05
1357,Otto Treumann,1,8.043111075363951e-05
1358,"Luigi Caccia Dominioni,Pier Giacomo Castiglioni,Livio Castiglioni,Achille Castiglioni",1,8.043111075363951e-05
1359,"Pieter Brattinga,Carel Blazer",1,8.043111075363951e-05
1360,Ibi Trier Mørch,1,8.043111075363951e-05
1361,Edward Bawden,1,8.043111075363951e-05
1362,Alfredo Rostgaard,1,8.043111075363951e-05
1363,Stipe Brcic,1,8.043111075363951e-05
1364,"Various ArtistswithGilbert & George,Rosemarie Trockel",1,8.043111075363951e-05
1365,Charles O. Perry,1,8.043111075363951e-05
1366,Esteban Vicente,1,8.043111075363951e-05
1367,"Jöran Lindvall,Sture Balgård,Eva Björklund",1,8.043111075363951e-05
1368,Stanley Fisher,1,8.043111075363951e-05
1369,Richard Diebenkorn,1,8.043111075363951e-05
1370,Troels Wörsel,1,8.043111075363951e-05
1371,Herman Landshoff,1,8.043111075363951e-05
1372,Kara Walker,1,8.043111075363951e-05
1373,Tony Esposito,1,8.043111075363951e-05
1374,"St. Regis Paper Co., Panelyte Div., New York, NY",1,8.043111075363951e-05
1375,A. Alcorn,1,8.043111075363951e-05
1376,Ezra Stoller,1,8.043111075363951e-05
1377,Charles Kuhn,1,8.043111075363951e-05
1378,Michael Rabinowitz,1,8.043111075363951e-05
1379,Elizabeth McLennan,1,8.043111075363951e-05
1380,Virginia Nepodal,1,8.043111075363951e-05
1381,Alessandro Becchi,1,8.043111075363951e-05
1382,Boutrou,1,8.043111075363951e-05
1383,Jacques Sicard,1,8.043111075363951e-05
1384,"Hans Michel,Günther Kieser",1,8.043111075363951e-05
1385,"National Semiconductor Corporation, USA",1,8.043111075363951e-05
1386,"Gustav Lepschy,Ernst Lieser,Kurt Steisslinger",1,8.043111075363951e-05
1387,"Various ArtistswithJean (Hans) Arp,Max Bill,Sonia Delaunay-Terk,César Domela-Nieuwenhuis,Vasily Kandinsky,Léo Leuppi,Richard Paul Lohse,Alberto Magnelli,Sophie Taeuber-Arp,Georges Vantongerloo",1,8.043111075363951e-05
1388,Aage Helbig Hansen,1,8.043111075363951e-05
1389,Richard Hudson,1,8.043111075363951e-05
1390,"Elena Bedumovaia,Pavel Kuznetsov",1,8.043111075363951e-05
1391,"John Stram,Jack Stringer,Carl Norby",1,8.043111075363951e-05
1392,Donald Brun,1,8.043111075363951e-05
1393,George Meunier,1,8.043111075363951e-05
1394,Pierre Neumann,1,8.043111075363951e-05
1395,Jean Metzinger,1,8.043111075363951e-05
1396,Benita Koch-Otte,1,8.043111075363951e-05
1397,Luigi Caccia Dominioni,1,8.043111075363951e-05
1398,Charles Coiner,1,8.043111075363951e-05
1399,Franz KlinewithFrank O'Hara,1,8.043111075363951e-05
1400,Vernon P. Steele,1,8.043111075363951e-05
1401,Aldo Lorenzi,1,8.043111075363951e-05
1402,Fiona Banner,1,8.043111075363951e-05
1403,Giuseppe de Goetzen,1,8.043111075363951e-05
1404,Oliva Perotes,1,8.043111075363951e-05
1405,"Herzog & de Meuron, Basel,Jacques Herzog,Pierre de MeuronwithKarl Blossfeldt",1,8.043111075363951e-05
1406,"Charles S. Anderson,Dan Olson",1,8.043111075363951e-05
1407,Edward Meneeley,1,8.043111075363951e-05
1408,Guglielmo Berchicci,1,8.043111075363951e-05
1409,Walter Zapp,1,8.043111075363951e-05
1410,Ronald Hayes Pearson,1,8.043111075363951e-05
1411,"Herbert Bayer,László Moholy-Nagy",1,8.043111075363951e-05
1412,Donald Moffett,1,8.043111075363951e-05
1413,Augusto,1,8.043111075363951e-05
1414,"Nikolai Chernyshev,Sergei Gerasimov",1,8.043111075363951e-05
1415,"Hewlett-Packard Company, Santa Clara, CA",1,8.043111075363951e-05
1416,Kurt Wirth,1,8.043111075363951e-05
1417,Antonio Saura,1,8.043111075363951e-05
1418,Marc Newson,1,8.043111075363951e-05
1419,Niki de Saint Phalle,1,8.043111075363951e-05
1420,Chryssa,1,8.043111075363951e-05
1421,"Giorgio Gurioli,Francesco Scansetti",1,8.043111075363951e-05
1422,Kenneth Hiebert,1,8.043111075363951e-05
1423,"Trudi Sitterle,Harold Sitterle",1,8.043111075363951e-05
1424,Eduard Renggli,1,8.043111075363951e-05
1425,Shiko Munakata,1,8.043111075363951e-05
1426,"NEC Design, Ltd.",1,8.043111075363951e-05
1427,"Various ArtistswithLouise Bourgeois,Ernst Caramelle,Robert Gober,André Thomkins",1,8.043111075363951e-05
1428,Jean Le Gac,1,8.043111075363951e-05
1429,"The Custanite Corp., Brooklyn, NY",1,8.043111075363951e-05
1430,Enrico Donati,1,8.043111075363951e-05
1431,"Marcel Duchamp,Sidney Janis",1,8.043111075363951e-05
1432,Howatt Archery,1,8.043111075363951e-05
1433,"Hans Luckhardt,Wassili Luckhardt",1,8.043111075363951e-05
1434,Peter Pfisterer,1,8.043111075363951e-05
1435,Kyoko Kumai,1,8.043111075363951e-05
1436,Jan van Toorn,1,8.043111075363951e-05
1437,Neal Small,1,8.043111075363951e-05
1438,Antonia Campi,1,8.043111075363951e-05
1439,L. A. Shafer,1,8.043111075363951e-05
1440,Jens H. Quistgaard,1,8.043111075363951e-05
1441,Boris Ender,1,8.043111075363951e-05
1442,Toyo Ito,1,8.043111075363951e-05
1443,Khabias [pseudonym Of Nina Komarova],1,8.043111075363951e-05
1444,"Kenneth D. Haak,Paul Smith",1,8.043111075363951e-05
1445,W. T. Benda,1,8.043111075363951e-05
1446,"Karlsson & Nilsson, Sweden",1,8.043111075363951e-05
1447,Josef Eberz,1,8.043111075363951e-05
1448,Göran Åslin,1,8.043111075363951e-05
1449,Allan Adler,1,8.043111075363951e-05
1450,Yoji Yamamoto,1,8.043111075363951e-05
1451,"Luigi Massoni,Carlo Mazzeri",1,8.043111075363951e-05
1452,Jacek Neugebauer,1,8.043111075363951e-05
1453,"Various ArtistswithCarl Andre,Ana Mendieta",1,8.043111075363951e-05
1454,Ben Vautier,1,8.043111075363951e-05
1455,Leo Gantenbein,1,8.043111075363951e-05
1456,Lev Mills,1,8.043111075363951e-05
1457,Olof Backman,1,8.043111075363951e-05
1458,Studio Tetrarc,1,8.043111075363951e-05
1459,Moisei Levin,1,8.043111075363951e-05
1460,Olaf Wegewitz,1,8.043111075363951e-05
1461,Rudi Feld,1,8.043111075363951e-05
1462,Emile Preetorius,1,8.043111075363951e-05
1463,Marco ZanusowithRichard Sapper,1,8.043111075363951e-05
1464,"Various ArtistswithAndy Warhol,Günther Förg",1,8.043111075363951e-05
1465,Helen PhillipswithAndré Verdet,1,8.043111075363951e-05
1466,Clement Cowles,1,8.043111075363951e-05
1467,"Various ArtistswithMarkus Raetz,Robert Mapplethorpe",1,8.043111075363951e-05
1468,Vito Acconci,1,8.043111075363951e-05
1469,"Wenger, Switzerland",1,8.043111075363951e-05
1470,James Brown,1,8.043111075363951e-05
1471,Osamu Mita,1,8.043111075363951e-05
1472,Karl SchragwithDavid Lougée,1,8.043111075363951e-05
1473,"Lilly Reich,Ludwig Mies van der Rohe",1,8.043111075363951e-05
1474,Aleksandr Archipenko,1,8.043111075363951e-05
1475,"Mathias Ungers,G. Geist,J. Sawade",1,8.043111075363951e-05
1476,"Sakase Adtech Co., Fukui, Japan",1,8.043111075363951e-05
1477,Harry J. Powell,1,8.043111075363951e-05
1478,Hans Theo Baumann,1,8.043111075363951e-05
1479,Paul McCarthy,1,8.043111075363951e-05
1480,Otto Soglow,1,8.043111075363951e-05
1481,Jacob Jongert,1,8.043111075363951e-05
1482,Tom Friedman,1,8.043111075363951e-05
1483,Edgardo Miguel Gimenez,1,8.043111075363951e-05
1484,Theo van DoesburgwithKurt Schwitters,1,8.043111075363951e-05
1485,Peter Karpf,1,8.043111075363951e-05
1486,Stephen White,1,8.043111075363951e-05
