listings,title,price,currency,url
Cream (2),Disraeli Gears,69392.3,JPY,https://www.discogs.com/sell/item/1042565843
Mitsu Harada,Codomo News,69258.9,JPY,https://www.discogs.com/sell/item/1042565844
Simon & Garfunkel,Last Night I Had The Strangest Dream,67874.2,JPY,https://www.discogs.com/sell/item/1042565849
Os Mutantes,Os Mutantes,68000.0,JPY,https://www.discogs.com/sell/item/1071513049
Faye Wong,Everything ,68000.0,JPY,https://www.discogs.com/sell/item/1042565845
Jefferson Airplane,Jefferson Airplane's Golden Album,67874.2,JPY,https://www.discogs.com/sell/item/1042565848
Too Much (3),Too Much,67874.2,JPY,https://www.discogs.com/sell/item/1042565850
The Beach Boys,Summer Days (And Summer Nights!!),68000.0,JPY,https://www.discogs.com/sell/item/1042565847
The Electric Prunes,Underground,68000.0,JPY,https://www.discogs.com/sell/item/1042565846
David Gilmour,Live In Gdańsk,68000.0,JPY,https://www.discogs.com/sell/item/1054597227
Robert Plant,"Our Song / Laughin', Cryin', Laughin'",67527.4,JPY,https://www.discogs.com/sell/item/1042565851
The Jimi Hendrix Experience,Axis: Bold As Love,66300.0,JPY,https://www.discogs.com/sell/item/1042565853
Cream (2),Disraeli Gears,66662.1,JPY,https://www.discogs.com/sell/item/1042565852
Van Dyke Parks,Song Cycle,66000.0,JPY,https://www.discogs.com/sell/item/1062280218
Monica Zetterlund / Bill Evans,Waltz For Debby,66000.0,JPY,https://www.discogs.com/sell/item/1054597391
Bossanovand,Fever In My Heart,64480.1,JPY,https://www.discogs.com/sell/item/1042565854
Heron,Twice As Nice & Half The Price,62000.0,JPY,https://www.discogs.com/sell/item/1047455639
David Bowie,Lifetimes,61200.0,JPY,https://www.discogs.com/sell/item/1042565855
Candell & Co.,Get Down! Party Up!,60000.0,JPY,https://www.discogs.com/sell/item/1004817636
Jackie McLean / John Jenkins (2),Alto Madness,60601.6,JPY,https://www.discogs.com/sell/item/1042565856
Eero Koivistoinen Music Society,Wahoo!,60000.0,JPY,https://www.discogs.com/sell/item/1060480331
Takahiko Otsuka & His Group,The First & Last,59840.0,JPY,https://www.discogs.com/sell/item/1042565857
Albert Ayler,Spirits,60000.0,JPY,https://www.discogs.com/sell/item/1054598466
The Modern Playing Mate,The Modern Playing Mate,58000.0,JPY,https://www.discogs.com/sell/item/1060434766
Jimmy Jules & The Nuclear Soul System With Jackie Spencer,Xmas Done Got Funky,58000.0,JPY,https://www.discogs.com/sell/item/1052058093
T. Rex,T. Rex,55250.0,JPY,https://www.discogs.com/sell/item/1042565860
The Rolling Stones,Get Off Of My Cloud,56100.0,JPY,https://www.discogs.com/sell/item/1042565859
Teshome Meteku* / Mulatu Astatke,Gara Ser Naw Betesh / Meche Derische,54884.5,JPY,https://www.discogs.com/sell/item/1042565862
Archie James Cavanaugh,Black And White Raven,55000.0,JPY,https://www.discogs.com/sell/item/1071512327
The Kinks,Muswell Hillbillies,55000.0,JPY,https://www.discogs.com/sell/item/1050915316
The Beach Boys,Pet Sounds,54000.0,JPY,https://www.discogs.com/sell/item/1060434945
Gracious!*,Gracious!,55000.0,JPY,https://www.discogs.com/sell/item/1052058089
Mercator Jr.,Danses Et Musiques De La Mediterranee,55000.0,JPY,https://www.discogs.com/sell/item/1054599501
Mantequilla Y Su Conjunto,Moanin' / Not Problem / Blue Note / Full De Ases,55000.0,JPY,https://www.discogs.com/sell/item/1054599241
Quicksilver Messenger Service,Happy Trails,55080.0,JPY,https://www.discogs.com/sell/item/1042565861
Heron,Twice As Nice & Half The Price,55000.0,JPY,https://www.discogs.com/sell/item/1052058092
